Timestamp,Please indicate whether or not you consent to participate,Do you answer Stack Overflow questions related to object-oriented programming (preferably Java)? ,How many years of experience do you have in object-oriented programming (preferably Java)?,Profession,Year(s) of experience in software development,What is your account age (in year) in Stack Overflow?,How many questions have you answered in Stack Overflow?,Reproducibility status,Did you find the following challenges? [Class/Interface/Method not found],Did you find the following challenges? [Important part of code missing],Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,Reproducibility status,Did you find the following challenges? [External library not found],Did you find the following challenges? [Identifier/Object type not found],Did you find the following challenges? [Too short code snippet],Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,Reproducibility status,Did you find the following challenges?  [Class/Interface/Method not found],Did you find the following challenges?  [Database/File/UI dependency],Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,Reproducibility status,"Did you find the following challenge?  [Outdated code (e.g., AudioStream / AudioPlayer class is outdated) ]",Did you find additional challenges while reproducing the issues (other than the above-mentioned list of challenges)? Report the challenges and explain briefly why such challenges appear.,Please give the modified code example.,List of actions performed to reproduce the issue,Did you perform additional actions while reproducing the issues (other than the above-mentioned list of actions)? Report the actions and explain briefly why such actions need to perform.,Please give the modified code example.,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level,What are the impacts on the reproducibility challenges to answer a question? [Class/Interface/Method not found],What are the impacts on the reproducibility challenges to answer a question? [Important part of code missing],What are the impacts on the reproducibility challenges to answer a question? [External library not found],What are the impacts on the reproducibility challenges to answer a question? [Identifier/Object type not found],What are the impacts on the reproducibility challenges to answer a question? [Too short code snippet],What are the impacts on the reproducibility challenges to answer a question? [Database/File/UI dependency],What are the impacts on the reproducibility challenges to answer a question? [Outdated code],Please provide the rationale for your selections above in a couple of sentences,"Given a strict budget to solve the catalog of reproducibility challenges, which three you would like to prioritize above others? [First choice]","Given a strict budget to solve the catalog of reproducibility challenges, which three you would like to prioritize above others? [Second choice]","Given a strict budget to solve the catalog of reproducibility challenges, which three you would like to prioritize above others? [Third choice]",What kind of tool support do you need to assist with these reproducibility challenges? ,How do you agree with the following options? [A tool that suggests users improve the code examples to support reproducibility],How do you agree with the following options? [A tool that warns users about reproducibility challenges that are severe or may block the reproducibility],"How do you agree with the following options? [An IDE (e.g., Eclipse) plugin support reproducibility]",How do you agree with the following options? [A browser plugin to support reproducibility],How do you agree with the following options? [A website that guides users to improve reproducibility],How do you agree with the following options? [A static analyzer that examines code segments to find reproducibility challenges]
2020/07/03 2:33:24 AM CDT,I consent to participate in the study,Yes,2 or less,Student,2 or less,2 or less,10-Jan,I cannot reproduce the issue,No,No,,"public void restart(){
    Game g = new Game();
    g.playGame();
}",,,,7,3,4,6,7,5,I cannot reproduce the issue,No,No,Yes,,poxml = XMLType(rs.getOPAQUE(1));,,,,7,3,5,6,8,6,I cannot reproduce the issue,No,No,NO,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());",,,,9,4,6,8,7,7,I cannot reproduce the issue,Yes,NO,"public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,3,4,4,7,4,6,Moderate,Blocker,Severe,Severe,Blocker,Severe,Moderate,This is the situation for most of the cases.,C2,C5,C3,Live Code RUnning Environment,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree
2020/07/03 6:07:11 PM CDT,I consent to participate in the study,Yes,08-Jun,Student,08-Jun,05-Mar,21 - 30,I cannot reproduce the issue,Yes,Yes,I need to know more about the game class. epecially the constructor.,"package test;

public class Game {
	public void playGame(){
        System.out.println(""A new game started!"");
	}

}


package test;

public class test {
	
	public void restart(){
	    Game g = new Game();
	    g.playGame();
	}

	public static void main(String[] args) {
		restart()

	}

}",,,,2,2,2,2,2,2,I cannot reproduce the issue,Yes,Yes,Yes,The code is not clear to me at all,"	public static void main(String[] args) {
		 poxml = XMLType(rs.getOPAQUE(1));

	}
",,,,3,2,2,3,4,4,I cannot reproduce the issue,Yes,Yes,,"package test;

import org.junit.Test;

public class test {
	@Test
	public void restart(){
		final DocumentRegistryResource documentRegistryResource = 
			    RestClientFactory.getInstance().createDocumentRegistryResource(
			        getUserRestAuth());
			final File importFile = new File(
			    this.getClass().getResource(""/documents-template-test.xml"").getFile());
			BUT, at the 2nd and 3rd invocation, i receive a null exception:

			this.getClass().getResource(""/documents-template-test.xml"")
	}

	public static void main(String[] args) {


	}

}",,,,3,2,2,2,5,6,I cannot reproduce the issue,Yes,AudioStream class out dated and not able to import it,"package test;

import java.io.FileInputStream;
import java.io.IOException;
import java.io.InputStream;

public class MusicPlayer {
	
	private String filename;

	public MusicPlayer(String filename) {
	    this.filename = filename;
	}
	public void play() {
	    try {
	            InputStream in = new FileInputStream(filename);
	            AudioStream as = new AudioStream(in);
	            AudioPlayer.player.start(as); 

	    } catch (IOException e) {
	            e.printStackTrace();
	    }          

}
",,,,3,2,2,2,4,4,Blocker,Blocker,Blocker,No opinion,Blocker,Blocker,Blocker,I was not able to reproduce any of the issues so I select blocker for all,C1,C3,C2,Java and eclipse,Agree,Strongly agree,Agree,Strongly agree,Neutral,Agree
2020/07/04 11:24:16 AM CDT,I consent to participate in the study,Yes,11-Sep,Technical lead,11-Sep,6 or more,10-Jan,I cannot reproduce the issue,Yes,Yes,,"public class HelloWorld{

     public static void main(String []args){
        System.out.println(""Hello World"");
        
        HelloWorld.restart();
     }
     
     public static void restart(){
    Game g = new Game();
    g.playGame();
     }
}

public class Game{
    
     public void playGame(){
        System.out.println(""playGame"");
     }
}",,,,5,2,3,3,2,4,I cannot reproduce the issue,Yes,Yes,Yes,,"public class HelloWorld{
     public static void main(String []args){
        poxml = XMLType(rs.getOPAQUE(1));
     }
}",,,,7,3,4,4,5,5,I can reproduce the issue,,,,,"Exception Handling;External File, Database and Dataset Creation;Debugging",,"public class HelloWorld{

     public static void main(String []args){
         try{
         final DocumentRegistryResource documentRegistryResource = RestClientFactory.getInstance().createDocumentRegistryResource(getUserRestAuth());
         final File importFile = new File(this.getClass().getResource(""/documents-template-test.xml"").getFile());
         }
         catch(FileNotFoundException ex)
         {
             ex.printMessages()
         }
     }
}",1,1,1,10,2,1,I can reproduce the issue,,,,"Invocation of Methods;External File, Database and Dataset Creation",,"public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",1,1,1,9,1,1,Severe,Blocker,Blocker,Severe,Blocker,Blocker,Moderate,I choose based on my experience.,C6,C3,C5,Library.,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree
2020/07/04 11:36:49 AM CDT,I consent to participate in the study,Yes,08-Jun,Software Developer,05-Mar,05-Mar,20-Nov,I cannot reproduce the issue,Yes,Yes,No,"public static class Game {
         
         int time = 0;
         String value = ""initiate"";
         
         private void playGame(){
             // Missing code 
             System.out.println(value);
         }
     }
     
     public static void restart(){
        Game g = new Game();
        g.playGame();
    }",,,,5,4,6,6,4,4,I cannot reproduce the issue,Yes,Yes,Yes,NO,"private void XMLType(Result rs){
        // Missing Code
    }",,,,7,8,6,7,6,5,I cannot reproduce the issue,Yes,Yes,"It can throw null, only if file not present there. So, I need full code, if somehow file has been deleted in next line or not","        File file = new File(this.getClass().getResource(""/documents-template-test.xml"").getFile());
        // Rest of the Code is not completed",,,,4,4,3,7,7,2,I can reproduce the issue,,,,No Action,"I have created the same phenomenon in my current environment, and I can easily solve it.",No Need,1,5,1,8,8,1,Blocker,Severe,Moderate,Severe,Blocker,Moderate,Not a problem,"I found most of the code snippet was not in the right context. Their code snippet was not mentioning their problem. I had to find for code like undefined at any cost. Which can't be reproduced. If they have properly investigated the right point where the issue occurs and write that relevant snippet properly, then it could be easier to reproduce.",C2,C5,C1,N/A,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree
2020/07/04 11:53:52 AM CDT,I consent to participate in the study,Yes,11-Sep,Software Developer,05-Mar,05-Mar,10-Jan,I cannot reproduce the issue,Yes,Yes,External sources information missing (if any),"Class Game{
    void playGame()
    {
        
    }
}

public class MainClass{

    public void restart(){
        Game g = new Game();
        g.playGame();
    }

     public static void main(String []args){
        //do you want to play again?
        //if yes
        restart();
     }
}",,,,5,2,5,6,5,2,I cannot reproduce the issue,Yes,Yes,Yes,,"import javax.xml.*;
import java.util.*;

public class MainClass{


     public static void main(String []args){
         // define rs
         poxml = XMLType(rs.getOPAQUE(1));
     }
}",,,,7,2,7,7,8,7,I cannot reproduce the issue,Yes,Yes,,Unable to reproduce,,,,10,2,10,1,10,10,I can reproduce the issue,,,,Inclusion of Native and External Libraries,,"import java.io.*;
import java.net.URL;
import javax.swing.*;
import sun.audio.*;

class MusicPlayer {

    private String filename;

    MusicPlayer(String filename) {
        this.filename = filename;
    }
    void play() {
        try {
                InputStream in = new FileInputStream(filename);
                AudioStream as = new AudioStream(in);
                AudioPlayer.player.start(as); 
    
        } catch (IOException e) {
                e.printStackTrace();
        }      
    }
}

public class MainClass{


    public static void main(){
        URL url = this.getClass().getResource(""/s1.wav"");
            MusicPlayer mp = new MusicPlayer(url);
            mp.play();
     }
}",6,2,7,8,6,2,Not a problem,Blocker,Moderate,Moderate,Blocker,Severe,Not a problem,Missing class/method or even an external library can be overlooked. But missing or inadequate code is actually a huge problem if you don't know the premise of the total code. ,C1,C3,C6,A fast IDE,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
2020/07/05 10:09:51 PM CDT,I consent to participate in the study,Yes,11-Sep,Software Developer,11-Sep,6 or more,20-Nov,I cannot reproduce the issue,Yes,Yes,"very short code, unable to explain details",N/A,,,,4,4,4,8,5,9,I cannot reproduce the issue,Yes,Yes,Yes,,poxml = XMLType(rs.getOPAQUE(1));,,,,5,5,5,6,7,9,I cannot reproduce the issue,Yes,Yes,,N/A,,,,6,6,6,6,7,9,I cannot reproduce the issue,Yes,I can guess why this problem. Need to put the audio file into proper directory,N/A,,,,7,5,5,8,7,6,Severe,Blocker,Severe,Severe,Blocker,Severe,Not a problem,"most of the time, the problem is lack of context. With experience, one don't need to even run the code to understand the problem. But with little details, it's hard to guess where is the problem",C2,C1,C5,people should use tool like https://repl.it/languages/java10  which provide option to display whole code snippet as well as compile/run capability,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree
2020/07/05 10:44:36 AM CDT,I consent to participate in the study,Yes,2 or less,Software Developer,2 or less,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,,"Without more information, I'd guess that your problem is likely that you use static variables, the values of which will persist across all instances of a given class.",,,,7,8,7,8,7,4,I can reproduce the issue,,,,,,Inclusion of Native and External Libraries,,Be sure you import oracle.xdb.XMLType;,7,8,7,6,7,6,I can reproduce the issue,,,,,"Addition of Classes and Methods;Exception Handling;Object Creation, Identifier Declaration and Initialization;Invocation of Methods",,When you declare a reference variable (i.e. an object) you are really creating a pointer to an object. Consider the following code where you declare a variable of primitive type,6,8,7,8,8,5,I can reproduce the issue,,,,"Addition of Classes and Methods;Inclusion of Native and External Libraries;Exception Handling;External File, Database and Dataset Creation",,"public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
// must be added path of the specific file name without it shown an error.
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",6,5,6,5,5,2,Moderate,Severe,Moderate,Severe,Severe,Moderate,Blocker,when we search any problem related question we don't care about class or interface we care only the solution.,C2,C6,C4,we need more updated solution so than we need tool where we select the latest solution year.,Agree,Neutral,Agree,Neutral,Neutral,Neutral
2020/07/05 10:45:45 PM CDT,I consent to participate in the study,Yes,05-Mar,Software Developer,08-Jun,05-Mar,10-Jan,I cannot reproduce the issue,Yes,Yes,,"public void restart(){
Game g = new Game();
g.playGame();
}",,,,3,3,3,7,2,2,I cannot reproduce the issue,Yes,Yes,Yes,,poxml = XMLType(rs.getOPAQUE(1));,,,,3,3,3,2,3,2,I cannot reproduce the issue,Yes,Yes,,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());
BUT, at the 2nd and 3rd invocation, i receive a null exception:

this.getClass().getResource(""/documents-template-test.xml"")",,,,3,3,3,3,3,3,I cannot reproduce the issue,Yes,,"public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,3,3,3,3,3,3,Moderate,Blocker,Moderate,Moderate,Severe,Moderate,Severe,"We do not need the whole code fragments, dependencies, class method etc. necessarily to reproduce the
issue, rather we need to good explanation of the problem with maybe even toy example. However, the
availability of just enough codes (not too high or excessive as well) makes the process easier.",C2,C3,C5,"For many problem, the IDE is not required as it might be easy to find the problematic segment. But, using my
IDE should be good if we need to.",Neutral,Agree,Agree,Agree,Agree,Agree
2020/07/06 1:26:51 PM CDT,I consent to participate in the study,Yes,08-Jun,Software Developer,11-Sep,6 or more,21 - 30,I cannot reproduce the issue,Yes,Yes,,"import GameClass;
public void restart(){
        Game g = new Game();
        g.playGame();
    }",,,,7,4,7,6,7,9,I cannot reproduce the issue,Yes,Yes,Yes,,"when I try to run to execute java code it displays an error. which I used to get XML type resultset from oracle using the flowing method in java

 poxml = XMLType(rs.getOPAQUE(1));

it shows cannot find symbol --- symbol : method getOPAQUE(int)",,,,8,7,8,7,9,9,I cannot reproduce the issue,Yes,Yes,,"I have an @Test method with invocationCount=3.

Each time this method is run, there is a call for preparing some doc into another method.

All it's working GREAT when the @Test is run for the 1st time.

The doc is succesfully found and loaded:

final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());
BUT, at the 2nd and 3rd invocation, i receive a null exception:

this.getClass().getResource(""/documents-template-test.xml"")

is no longer found.",,,,8,7,8,8,8,8,I cannot reproduce the issue,Yes,,"import java.io.FileInputStream;
import java.io.IOException;
import java.io.InputStream;

public class Main {

    public static void main(String[] args) {

    }
}

public class MusicPlayer {

    private String filename;

    public MusicPlayer(String filename) {
        this.filename = filename;
    }

    public void play() {
        try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as);

        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}",,,,5,5,6,6,6,5,Blocker,Blocker,Severe,Severe,Blocker,Severe,Moderate,It is not possible to answer the question if above options are missing. But still possible to answer in some cases if the person has direct experience on that topic,C2,C5,C1,IntelliJ IDEA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree
2020/07/06 12:12:03 AM CDT,I consent to participate in the study,Yes,2 or less,Student,2 or less,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,,"public void restart(){
    Game g = new Game();
    g.playGame();
}",,,,5,4,2,1,6,6,I cannot reproduce the issue,No,Yes,Yes,,poxml = XMLType(rs.getOPAQUE(1));,,,,6,3,2,1,7,5,I cannot reproduce the issue,Yes,Yes,,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());",,,,7,5,2,1,8,7,I cannot reproduce the issue,Yes,,"public class MusicPlayer {

private String filename;

public MusicPlayer(String filename) {
    this.filename = filename;
}
public void play() {
    try {
            InputStream in = new FileInputStream(filename);
            AudioStream as = new AudioStream(in);
            AudioPlayer.player.start(as); 

    } catch (IOException e) {
            e.printStackTrace();
    }          
}",,,,5,3,2,1,6,6,Blocker,Blocker,No opinion,No opinion,Blocker,No opinion,No opinion,I have a little experience of coding in Java. For this reason I was unable to reproduce the issues despite of trying a lot.,C2,C1,C3,Not applicable,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree
2020/07/06 3:58:36 PM CDT,I consent to participate in the study,Yes,05-Mar,Technical lead,08-Jun,6 or more,50+,I cannot reproduce the issue,Yes,Yes,,"Without much information, its hard to tell the right code. Seems like, OP static variables, which stays same across all instances of a given class. It requires to make them all into member variables and initialize them in the constructor.",,,,6,6,4,8,6,6,I cannot reproduce the issue,Yes,No,Yes,,"// get the XMLTyp, rset = resultSet
XMLType poxml = (XMLType)rset.getObject(1); ",,,,7,6,4,8,7,2,I cannot reproduce the issue,No,No,,"OP maybe didn't close the file in the cleanup phase, so it might be locked while starting the second invocation.",,,,8,7,5,8,7,5,I cannot reproduce the issue,No,,"URL url = getClass().getResource(""/com/projectName/s1.wav"");",,,,8,6,4,8,7,4,Moderate,Severe,Moderate,Moderate,Severe,Moderate,Not a problem,"Most of the code sample aren't complete and the question seemed not clear, incomplete or vague. As i solved a lot of problems in SO hence the previous experience overcomes me to come out with probable answers for every questions.",C2,C5,C1,Netbean/Eclipse,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
2020/07/07 11:57:26 AM CDT,I consent to participate in the study,Yes,2 or less,Research engineer,2 or less,05-Mar,20-Nov,I can reproduce the issue,,,,,"Addition of Classes and Methods;Exception Handling;Object Creation, Identifier Declaration and Initialization",No,May be static variable is used. Using member variable with initialization can solve the problem.,4,4,3,7,6,2,I can reproduce the issue,,,,,,"Addition of Classes and Methods;Inclusion of Native and External Libraries;Object Creation, Identifier Declaration and Initialization;Invocation of Methods",No,Importing required class from oracle can solve the issue.,3,3,3,7,3,3,I cannot reproduce the issue,No,Yes,No,File lockdown issue.,,,,6,5,5,3,5,6,I cannot reproduce the issue,Yes,No,Failed !,,,,7,7,6,3,6,6,Not a problem,Moderate,Severe,No opinion,Severe,Blocker,Blocker,Answered Accordingly.,C3,C5,C2,IDE,Agree,Agree,Strongly agree,Agree,Neutral,Agree
2020/07/07 6:00:03 PM CDT,I consent to participate in the study,Yes,05-Mar,Software Developer,2 or less,2 or less,10-Jan,I can reproduce the issue,,,,,"Addition of Classes and Methods;Object Creation, Identifier Declaration and Initialization;Invocation of Methods",I had to assume that the reason for the bug was related to not having the newly created game returned by  the restart function. It is possible that the asker had a different problem but with what little I was given I had to make an assumption,"public class Hello{

     public static void main(String []args){
        System.out.println(""Hello World"");
        Game game = new Game();
        game.playGame();
        game.playGame();
        game.restart();
        game.playGame();
     }
     
     
     
    
    public void restart(){
        Game g = new Game();
        g.playGame();
    }
    
    static class Game {
        
        int level = 1;
        
        public void playGame() {
            System.out.println(""playing game level ""+this.level);
            this.level ++;
        }
        
        public void restart(){
        Game g = new Game();
        g.playGame();
    }
    
    }
    
}",6,2,4,5,4,6,I cannot reproduce the issue,Yes,Yes,Yes,There is no real context as to what is being attempted and what libraries and objects the user is using. ," poxml = XMLType(rs.getOPAQUE(1));
",,,,4,2,2,3,4,8,I cannot reproduce the issue,Yes,Yes,,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());
",,,,4,2,2,1,3,8,I cannot reproduce the issue,Yes,Missing classes and no idea what libraries the user is using. ,"public class Hello {

     public static void main(String []args){
        MusicPlayer f = new MusicPlayer(""audio.mp3"");
         
     }
        
    class MusicPlayer {

        private String filename;
        
        public MusicPlayer(String filename) {
            this.filename = filename;
        }
        
        public void play() {
            try {
                    InputStream in = new FileInputStream(filename);
                    AudioStream as = new AudioStream(in);
                    AudioPlayer.player.start(as); 
        
            } catch (IOException e) {
                    e.printStackTrace();
            }          
        }
     }
     
     
   
    
}",,,,6,2,5,3,4,8,Severe,Blocker,Moderate,Severe,Blocker,Blocker,No opinion,It is near impossible to reproduce an error if the user does not provide enough code to run or a user defined class is missing or not explained or the code relies on a database or file that isn't explained.  It is difficult to do if methods or objects are missing but assumptions can be made. It is not too hard to import libraries if it is clear what the user is using. ,C5,C2,C1,A tool that allows the user to share details of their dev environment easily and allows an answer er to copy that into a virtual java environment ,Agree,Agree,Disagree,Agree,Agree,Disagree
2020/07/09 12:38:18 PM CDT,I consent to participate in the study,Yes,2 or less,Software Developer,2 or less,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,sometimes proper description not added and sometimes class interface and method are not found,"public class MainActivity extends AppCompatActivity {

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_main);
        showDialog();
    }

    private void showDialog() {
        FragmentManager fragmentManager=getSupportFragmentManager();
        PageIndicatorFragment pageIndicatorFragment=PageIndicatorFragment.newInstance(false);
        pageIndicatorFragment.show(fragmentManager,""viewpager2"");

        //fragmentManager.beginTransaction().add(R.id.dialog_page_indicator,pageIndicatorFragment).commit();
    }",,,,10,10,10,6,8,10,I cannot reproduce the issue,Yes,Yes,Yes,Because class method not found,"public class ViewPagerLatest extends FragmentStateAdapter {

    public static final int DIALOG_SIZE=3;

    public ViewPagerLatest(@NonNull FragmentActivity fragmentActivity) {
        super(fragmentActivity);
    }

    @NonNull
    @Override
    public Fragment createFragment(int position) {

        return new PageIndicatorFragment();
    }

    @Override
    public int getItemCount() {
        return DIALOG_SIZE;
    }
}",,,,10,10,9,8,10,10,I cannot reproduce the issue,Yes,Yes,"  private static final String ARG_SHOW_AS_DIALOG = ""PageIndicatorFragment"";
    private AutoCompleteTextView txt;
    private ImageView imageView;
    ViewPager2 viewPager;


    public static PageIndicatorFragment newInstance(boolean showAsDialog){

     PageIndicatorFragment pageIndicatorFragment=new PageIndicatorFragment();
     Bundle args=new Bundle();
     args.putBoolean(ARG_SHOW_AS_DIALOG,showAsDialog);
     pageIndicatorFragment.setArguments(args);
     return  pageIndicatorFragment;",class name not found,,,,9,8,9,9,6,10,I can reproduce the issue,,,,Invocation of Methods,yes,"Public class MusicPlayer{
int music;
}
",8,6,9,6,6,8,Severe,Severe,Severe,Severe,Severe,Severe,Severe,It became messy sometimes,C1,C2,C4,netbeans,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2020/07/09 3:58:45 PM CDT,I consent to participate in the study,Yes,2 or less,Research engineer,2 or less,2 or less,21 - 30,I cannot reproduce the issue,Yes,Yes,, Questioner should make all local variables to global variables and initialize them in the constructor method.,,,,7,7,7,7,7,6,I cannot reproduce the issue,Yes,Yes,Yes,,XMLType is an oracle library. The origin of rs(resultset) isn't clear and also what sort of datatype it imposes. So its quite tough to provide an exact answer.,,,,8,8,6,7,8,8,I cannot reproduce the issue,Yes,Yes,,"Possibly questioner didn't close the file in the cleanup phase, but without much clue its still tough to predict the answer.",,,,8,8,7,7,9,9,I cannot reproduce the issue,Yes,,"URL url = getClass().getResource(""/absolute_path_of_wav_file"");
AudioStream audioStream = new AudioStream(url.openStream());",,,,8,8,8,8,8,6,Severe,Severe,Severe,Moderate,Severe,Moderate,Moderate,"Most of the code snippets were short and not clear or to the point. Class name or method names were absent, so as external library dependency. In these scenarios its really tough to find out a working solution. ",C2,C1,C4,Netbean,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree
2020/07/10 10:10:17 AM CDT,I consent to participate in the study,Yes,2 or less,Software Developer,2 or less,05-Mar,10-Jan,I cannot reproduce the issue,Yes,Yes,"From this given code segment, the variables or objects needed to reset are not defined. Moreover, the constructor where the instance variables are declared should be defined also. ","    private int x = 0;
    private int y  = 0;
    private int z = 0;

    public Game() {
        this.x = 1,
        this.y = -2,
        this.z = 2
        // assume some variables. It can be more or less.
    }
    
    public void playGame(){
        this.x = 0;
        this.y = 0;
        this.z = 0;
    }
    
}",,,,8,5,7,4,5,5,I cannot reproduce the issue,Yes,Yes,Yes,, poxml = XMLType(rs.getOPAQUE(1));,,,,9,5,7,2,3,7,I cannot reproduce the issue,No,Yes,,"final DocumentRegistryResource documentRegistryResource = 
    RestClientFactory.getInstance().createDocumentRegistryResource(
        getUserRestAuth());
final File importFile = new File(
    this.getClass().getResource(""/documents-template-test.xml"").getFile());",,,,8,5,7,4,5,8,I can reproduce the issue,,,,"Addition of Classes and Methods;Inclusion of Native and External Libraries;Object Creation, Identifier Declaration and Initialization;Invocation of Methods;Debugging",,"import java.io.File;
public class Handler{

     public static void main(String []args){
       String basePath = new File("""").getAbsolutePath();
       File subDirectory = new File(basePath, ""src"");
       File subsubDirectory = new File(subDirectory, ""project1"");
       File fileInDirectory = new File(subsubDirectory, ""s1.wav"");
       MusicPlayer mp = new MusicPlayer(fileInDirectory.toString());
       mp.play();
     }
}",4,7,4,7,8,4,Moderate,Moderate,Not a problem,Moderate,Not a problem,Not a problem,Not a problem,"In my humble opinion, if there is clear description of the problem faced by user and specific goal is defined precisely, it is easier to reproduce the issue though some information is missing. ",C2,C1,C5,I have used the online java editor and eclipse IDE.,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Agree
2020/07/10 11:30:19 PM CDT,I consent to participate in the study,Yes,05-Mar,Student,2 or less,2 or less,10-Jan,I cannot reproduce the issue,Yes,Yes,,"public class Game{
    public void playGame(){
                       system.out.println(""Play game"") }

This kind of class is need to be added.",,,,10,5,5,5,10,5,I cannot reproduce the issue,Yes,Yes,Yes,,I cannot reproduce the code,,,,10,5,5,6,6,10,I cannot reproduce the issue,Yes,Yes,,The file is not found so one have to add the file in the directory,,,,6,6,8,5,8,5,I cannot reproduce the issue,Yes,,I have not enough idea to reproduce this code,,,,5,5,5,5,5,5,Blocker,Blocker,Moderate,Blocker,Severe,Severe,Blocker,the class definations are really important otherwise the purpose of the code is unclear. Libraries or files can be imported but if important parts of the code is missing then it is impossible to reproduce. ,C3,C6,C1,Automated suggestion genarating IDE,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Agree
